Full Entry,Hansi,Pinyin,OC,PoS,Definitions,MC_BS,MC_Pretty,BS_Gloss,Order
"黨 dǎng, *tâŋʔ, nc, 1 ‘group, followers, party; class’: 人之過也，各於其黨 (LY 4.7); 2 vn, ‘be partisan, prejudiced’, int: 吾 聞君子不黨，君子亦黨乎 (LY 7.31).",黨,dǎng,*tâŋʔ,nc,"1 ‘group, followers, party; class’: 人之過也，各於其黨(LY 4.7); 2 vn, ‘be partisan, prejudiced’, int: 吾 聞君子不黨，君子亦黨乎 (LY 7.31).",tangX,táng,500 families; relatives,693565
"格 gé,*krâk,vtr,‘investigate,examine’,a tr: 致知在格物 (Li 42); b pass: 物格而後 知至 (Li 42).",格,gé,*krâk,vtr,"‘investigate,examine’,a tr: 致知在格物 (Li 42); b pass: 物格而後 知至 (Li 42).",kaek,kaek,go to,696354
"泰山 Tàishān, *thâs-srân, np, a mountain: 孔子登東山而小魯，登泰山 而小天下 (Meng 7A24).",泰山,Tàishān,*thâs-srân,np,a mountain: 孔子登東山而小魯，登泰山 而小天下(Meng 7A24).,thajH srean,thàȷ ṣēan,"great / mountain, hill",696592
"血 xuè, *hwît, nc, ‘blood’: 凡有血氣 者，莫不尊親 (Li 31).",血,xuè,*hwît,nc,‘blood’: 凡有血氣 者，莫不尊親 (Li 31).,xwet,xwet,blood,708536
"履 lǚ/lǐ, *riʔ, vn, ‘step, tread (on)’, a tr:嘗 與汝登高山，履危石 (Zhuang 21); b itr: 行不能正履 (Li 8). Syn. 踐 [157.8].",履,lǚ,*riʔ,vn,"‘step, tread (on)’, a tr:嘗 與汝登高山，履危石 (Zhuang 21); b itr: 行不能正履 (Li 8). Syn. 踐 [157.8].",lijX,lı́ȷ,tread on; sandal,710282
"黔 qián, *grəm, vtr, ‘darken, blacken; tattoo’: 今瞽曰...黔者黑也 (Mo 12); a tr: 豫讓乃自黔劓，敗其形容 (HFei 14); b pass: 鵠不日浴而白，烏不日黔而黑 (Zhuang 14); c mod: 黔首安寧 (Lü 5.25).",黔,qián,*grəm,vtr,"‘darken, blacken; tattoo’: 今瞽曰...黔者黑也 (Mo 12); a tr: 豫讓乃自黔劓，敗其形容 (HFei 14); b pass: 鵠不日浴而白，烏不日黔而黑 (Zhuang 14); c mod: 黔首安寧 (Lü 5.25).",gjem,gȷēm,black,710359
"嬰兒 yīngér, *ʔeŋ-ŋe, nc, ‘toddler, child’: 嬰兒...以塵為飯，以塗為羹，以 木為胾 (HFei 32). Cf. 子 [39.0].",嬰兒,yīngér,*ʔeŋ-ŋe,nc,"‘toddler, child’: 嬰兒...以塵為飯，以塗為羹，以 木為胾(HFei 32). Cf. 子 [39.0].",jieng nye,ȷı̄eng n̯ē,surround; necklace / child,711966
"乞 qǐ, *khət, vn, ‘ask for, beg’, a tr: 卒之 東郭墦間之祭者，乞其餘 (4B33); 閽乞 肉焉，奪之杖以敲之 (Zuo 11.2); b itr: 景公睹嬰兒有乞於塗者 (Yan 5.10).",乞,qǐ,*khət,vn,"‘ask for, beg’, a tr: 卒之 東郭墦間之祭者，乞其餘(4B33); 閽乞 肉焉，奪之杖以敲之 (Zuo 11.2); b itr: 景公睹嬰兒有乞於塗者 (Yan 5.10).",khj+t,khȷųt,"beg, ask",716347
"墦 fán,*ban,nc,‘grave’:卒之東郭墦間 之祭者 (Meng 4B33).",墦,fán,*ban,nc,‘grave’:卒之東郭墦間 之祭者 (Meng 4B33).,bjon,bȷōn,,716392
"竦 sǒng, *soŋʔ, vi, ‘rise up; stand upright’, itr: 見橋竦焉實而仰 (SY 3.6).",竦,sǒng,*soŋʔ,vi,"‘rise up; stand upright’, itr: 見橋竦焉實而仰 (SY 3.6).",sjowngX,sȷówng,,724298
"匡 Kuāng, *khwaŋ, np, a place: 匡人其 如予何 (LY 9.5).",匡,Kuāng,*khwaŋ,np,a place: 匡人其 如予何 (LY 9.5).,khjwang,khȷwāng,square basket,725154
"佚/逸/失 yì, *lit, vi [< 失, 37.2], 1 ‘escape, break free; be free, relaxed, idle, unemployed; unbound, unrestrained’: a itr: 馬逸不能止 (GY 11.9); 頃公用是佚 而不反 (GYang 8.2); 故居不隱者思不 遠，身不佚者志不廣(Xun 28); b caus: 乃逸楚囚 (Zuo 8.16); 勞我以生，佚我 以老，息我以死 (Zhuang 6); c mod: 舜 無佚民，造父無佚馬(HSWZ 2); 2 nc, ‘idleness’: 以近待遠，以佚待勞 (Sun 7). Ant. 勞 [19.10].",佚/逸/失,yì,*lit,vi [< 失37.2],"1 ‘escape, break free; be free, relaxed, idle, unemployed; unbound, unrestrained’: a itr: 馬逸不能止(GY 11.9); 頃公用是佚 而不反 (GYang 8.2); 故居不隱者思不 遠，身不佚者志不廣 (Xun 28); b caus: 乃逸楚囚(Zuo 8.16); 勞我以生，佚我 以老，息我以死 (Zhuang 6); c mod: 舜 無佚民，造父無佚馬 (HSWZ 2); 2 nc, ‘idleness’: 以近待遠，以佚待勞 (Sun 7). Ant. 勞 [19.10].",yit,yıt,,726030
"獵 liè,*rap,vn,‘hunt’,aitr:今王田獵於 此 (Meng 1B1); b tr: 田獵禽獸者，野虞 教道之 (Li 6).",獵,liè,*rap,vn,"‘hunt’,aitr:今王田獵於 此 (Meng 1B1); b tr: 田獵禽獸者，野虞 教道之 (Li 6).",ljep,lȷep,hunt,726471
"審 shěn, *lhəmʔ, vi, ‘be clear, obvious, manifest’, a itr: 是白馬之非馬，審矣 (GLong 1.2); 名之審於是非也，猶繩之審於曲直也 (CQFL 35); b caus, ‘make clear, examine, study’: 欲知億萬，則審 一二，欲知上世，則審周道，欲審周 道，則審其人所貴君子 (Xun 5); 審法 制，明賞罰 (WLiao 4).",審,shěn,*lhəmʔ,vi,"‘be clear, obvious, manifest’, a itr: 是白馬之非馬，審矣(GLong 1.2); 名之審於是非也，猶繩之 審於曲直也(CQFL 35); b caus, ‘make clear, examine, study’: 欲知億萬，則審 一二，欲知上世，則審周道，欲審周 道，則審其人所貴君子 (Xun 5); 審法 制，明賞罰 (WLiao 4).",syimX,s̯ı́m,"examine, discriminate",727930
"梓 zǐ, *tsəʔ, nc, ‘catalpa’, a tree: 二子者 往觀乎南山之陰，見梓勃焉實而俯 (SY 3.6).",梓,zǐ,*tsəʔ,nc,"‘catalpa’, a tree: 二子者 往觀乎南山之陰，見梓勃焉實而俯 (SY 3.6).",tsiX,tsı́,Catalpa,729723
"勃 bó, *bət̂ , vi, ‘spread out, flourish’, itr: 見梓勃焉實而俯(SY 3.6).",勃,bó,*bət̂,vi,"‘spread out, flourish’, itr: 見梓勃焉實而俯 (SY 3.6).",bwot,bwot,confused,729724
"偝/背/北 bèi, *bək̂ h, vn, ‘turn one's back on, turn away/against, oppose; retreat’, a itr: 鄉則不若，偝則謾之 (Xun 5); 三戰三北 (HFei 49); b tr: 新與晉盟而 背之，無乃不可乎 (Zuo 8.15); 沛公不敢 背項王也 (SJ 7); c mod (!): 夫父之孝 子，君之背臣也 (HFei 49). Cf. 負[154.2].",偝/背/北,bèi,*bək̂ h,vn,"‘turn one's back on, turn away/against, oppose; retreat’, a itr: 鄉則不若，偝則謾之 (Xun 5); 三戰三北(HFei 49); b tr: 新與晉盟而 背之，無乃不可乎 (Zuo 8.15); 沛公不敢 背項王也 (SJ 7); c mod (!): 夫父之孝子，君之背臣也 (HFei 49). Cf. 負[154.2].",bwojH,bwòȷ,turn the back on,730823
"謾 màn, *mâns/mrâns, vn, ‘slander, insult’, tr: 鄉則不若，偝則謾之 (Xun 3.5).",謾,màn,*mâns/mrâns,vn,"‘slander, insult’, tr: 鄉則不若，偝則謾之 (Xun 3.5).",man,mān,,730919
"遁 dùn,*lûnʔ,lûns,vn,‘turnawayfrom, withdraw; flee’, itr: 諸侯救鄭，楚師夜遁 (Zuo 3.28); 遁逃反側之民 (Xun 9).",遁,dùn,*lûnʔ/lûns,vn,"‘turnawayfrom, withdraw; flee’, itr: 諸侯救鄭，楚師夜遁 (Zuo 3.28); 遁逃反側之民 (Xun 9).",dwonX,dwón,withdraw,731093
"億 yì, *ʔək, vi, ‘be (one) hundred thousand’: 方一里者為田九百畝 . . . 方百里 者，為方十里者百，為田九十億畝 (Li 5). Cf. Box 3.",億,yì,*ʔək,vi,‘be (one) hundred thousand’: 方一里者為田九百畝 . . . 方百里 者，為方十里者百，為田九十億畝 (Li 5). Cf. Box 3.,ik,ık,100,732525
"懦/懧 nuò, *no, vi, ‘be soft, weak, timid, cowardly, effete’, a itr: 夫火形 嚴，故人鮮灼，水形懦，人多溺 (HFei 30); 宮之奇之爲人也，懦而不能 強諫 (Zuo 5.2); 憒於憂，而性懧愚 (ZGC 11.1); b mod: 懦夫有立志 (Meng 5B1). Syn. 弱 [57.7], 柔 [75.5]; ant. 強 [57.8]; cf. note at 儒 [9.14].",懦/懧,nuò,*no,vi,"‘be soft, weak, timid, cowardly, effete’, a itr: 夫火形嚴，故人鮮灼，水形懦，人多溺 (HFei 30); 宮之奇之爲人也，懦而不能 強諫 (Zuo 5.2); 憒於憂，而性懧愚(ZGC 11.1); b mod: 懦夫有立志 (Meng 5B1). Syn. 弱[57.7], 柔 [75.5]; ant. 強 [57.8]; cf. note at 儒 [9.14].",nyu,n̯ū,,732831
"傑 jié, *gat, nc, ‘hero’: 賢不肖不雜則 英傑至 (Xun 9).",傑,jié,*gat,nc,‘hero’: 賢不肖不雜則 英傑至 (Xun 9).,gjet,gȷet,remarkable; hero,733289
"府 fǔ, *poʔ, nc, ‘trove, archive’: 詩書義 之府也 (Zuo 5.27).",府,fǔ,*poʔ,nc,"‘trove, archive’: 詩書義 之府也 (Zuo 5.27).",pjuX,pȷú,repository,734362
"珠 zhū, *to, nc, ‘pearl’: 含而不見於 口，而辟千金者，珠也(Guan 80); 珠 足以御火災，則寶之 (GY 18.7).",珠,zhū,*to,nc,‘pearl’: 含而不見於 口，而辟千金者，珠也 (Guan 80); 珠 足以御火災，則寶之 (GY 18.7).,tsyu,ts̯ū,,734684
"耆 qí, *gri, nc, ‘sexagenarian, old man’: 六十曰耆，指使(Li 1); 養耆老以致孝 (Li 5); 瞽史教誨，耆艾修之 (GY 1.3). Cf. note at 幼 [52.2].",耆,qí,*gri,nc,"‘sexagenarian, old man’: 六十曰耆，指使 (Li 1); 養耆老以致孝 (Li 5); 瞽史教誨，耆艾修之 (GY 1.3). Cf. note at 幼 [52.2].",gij,gı̄ȷ,old,735490
"笞 chī,*rhə,vtr,‘beat,flog’,atr:他日笞 子未嘗見泣 (SY 3); 掘平王冢，笞其墳 (SY 12); b pass: 三見而三笞 (SY 3).",笞,chī,*rhə,vtr,"‘beat,flog’,atr:他日笞 子未嘗見泣 (SY 3); 掘平王冢，笞其墳 (SY 12); b pass: 三見而三笞 (SY 3).",trhi,ṭhı̄,,740488
"刖 yuè, *ŋwat, vtr, ‘cut off feet’, as a punishment, a tr: 王以和為誑，而刖其左足 (HFei 13); b pass: 衛國之法，竊駕君車 者罪刖 (HFei 12); c mod: 為母之故，忘 其刖罪(HFei 12). Cf. note at 刑 [18.4].",刖,yuè,*ŋwat,vtr,"‘cut off feet’, as a punishment, a tr: 王以和為誑，而刖其左足 (HFei 13); b pass: 衛國之法，竊駕君車 者罪刖(HFei 12); c mod: 為母之故，忘 其刖罪 (HFei 12). Cf. note at 刑 [18.4].",ngwaet,ngwaet,amputate a foot,742713
"譙 qiào, *dzau, vn, ‘criticize, rebuke, reproach’, a tr: 鄉人譙之弗為動 (HFei 49); b itr: 里尉以譙于游宗，游宗以譙于什伍，什伍以譙于長家 (Guan 4).",譙,qiào,*dzau,vn,"‘criticize, rebuke, reproach’, a tr: 鄉人譙之弗為動 (HFei 49); b itr: 里尉以譙于游宗，游宗以譙 于什伍，什伍以譙于長家 (Guan 4).",dzjew,dzȷēw,,745787
"拂 fú, *phət, vn, ‘stroke gently; brush, wipe’, a tr: 周公拂其首 (SY 3.6); b itr: 忠 言拂於耳 (HFei 32).",拂,fú,*phət,vn,"‘stroke gently; brush, wipe’, a tr: 周公拂其首 (SY 3.6); b itr: 忠 言拂於耳 (HFei 32).",phjut,phȷut,"to brush, shake",746201
"刳 kū, *khwâ, vtr, ‘cut up, slit open; disembowel’, a tr: 刳木為舟，剡木為楫 (Yi 8); 燕王必當殺子，刳子腹及子之腸矣 (ZGC 31.2); 通質，刳白馬而盟 (SJ 69); b pass: 諫士刳囚 (LNZ 7.2); c mod: 令其 罪若此刳羊矣 (SY 12).",刳,kū,*khwâ,vtr,"‘cut up, slit open; disembowel’, a tr: 刳木為舟，剡木為楫 (Yi 8); 燕王必當殺子，刳子腹及子之腸矣 (ZGC 31.2); 通質，刳白馬而盟 (SJ 69); b pass: 諫士刳囚 (LNZ 7.2); c mod: 令其 罪若此刳羊矣 (SY 12).",khu,khū,,746599
"腸 cháng,*d-laŋ,nc,‘intestines’:大腸 者，傳道之官，變化出焉;小腸者， 受盛之官， 化物出焉 (HDNJ 8).",腸,cháng,*d-laŋ,nc,‘intestines’:大腸 者，傳道之官，變化出焉;小腸者， 受盛之官， 化物出焉 (HDNJ 8).,drjang,ḍȷāng,intestines,746689
"淺 qiǎn,*tshenʔ,vst,‘beshallow, superficial (also fig.)’, 多聞曰博，少聞曰淺 (Xun 2); a itr: 知行淺薄 (Xun 3.5); 其所以聞見甚淺 (Lü 17.3); b caus: 若夫斷之 繼之，博之淺之，益之損之，類之盡 之，盛之美之 (Xun 19); 子深其深，淺 其淺，益其益，尊其尊 (Mo 44); c mod: 夫淺知之所爭者末矣(Lie 8). Ant. 深 [85.8], 博 [24.10].",淺,qiǎn,*tshenʔ,vst,"‘beshallow, superficial (also fig.)’, 多聞曰博，少聞曰淺(Xun 2); a itr: 知行淺薄 (Xun 3.5); 其所 以聞見甚淺 (Lü 17.3); b caus: 若夫斷之 繼之，博之淺之，益之損之，類之盡 之，盛之美之 (Xun 19); 子深其深，淺 其淺，益其益，尊其尊 (Mo 44); c mod: 夫淺知之所爭者末矣 (Lie 8). Ant. 深 [85.8], 博 [24.10].",tshjenX,tshȷén,shallow,750260
"釁 xìn, *həns, vn, ‘smear with blood (as a sacrifice)’, a tr: 縛之，殺以釁鼓 (HFei 23); 將以釁鐘(Meng 1A7; b itr: 湯得伊 尹...釁以犧猳 (Lü 14.2); 且使死者而無 知也，又何釁於鐘 (SY 12).",釁,xìn,*həns,vn,"‘smear with blood (as a sacrifice)’, a tr: 縛之，殺以釁鼓(HFei 23); 將以釁鐘(Meng 1A7; b itr: 湯得伊 尹...釁以犧猳 (Lü 14.2); 且使死者而無 知也，又何釁於鐘 (SY 12).",xinH,xı̀n,smear with blood,750397
"沈/沉 chén, *d-ləm, vi, ‘sink, drown; be submerged, immersed’, a itr: 散木 也，以為舟則沈(Zhuang 4); 沉於國家 之事 (ZGC 11.1); 常民溺於習俗，學者 沉於所聞 (ZGC 19.4); b caus: 沈其卒二 萬人於河中 (SJ 73); c pseudo-tr2: 殺出子 及其母，沈之淵旁 (SJ 5).",沈/沉,chén,*d-ləm,vi,"‘sink, drown; be submerged, immersed’, a itr: 散木也，以為舟則沈(Zhuang 4); 沉於國家 之事 (ZGC 11.1); 常民溺於習俗，學者 沉於所聞 (ZGC 19.4); b caus: 沈其卒二 萬人於河中 (SJ 73); c pseudo-tr2: 殺出子 及其母，沈之淵旁 (SJ 5).",drim,ḍı̄m,sink (v.t.),755046
"叡 ruì, *los/lots, vn, ‘be intelligent, sharp-sighted, sharp-witted’, itr: 齧缺之 為人也，聰明叡知 (Zhuang 12); 耳目聰 明，心意叡智 (Lü 26.6). Syn. 知 [111.3].",叡,ruì,*los/lots,vn,"‘be intelligent, sharp-sighted, sharp-witted’, itr: 齧缺之為人也，聰明叡知 (Zhuang 12); 耳目聰 明，心意叡智(Lü 26.6). Syn. 知 [111.3].",ywejH,ywèȷ,,755854
"陛 bì, *bîʔ, nc, ‘stairs, staircase’: 孔子之 周，觀於太廟右陛之前，有金人焉 (SY 10).",陛,bì,*bîʔ,nc,"‘stairs, staircase’: 孔子之 周，觀於太廟右陛之前，有金人焉 (SY 10).",bejX,béȷ,,758255
"吊/弔 diào, *tiâuk/tiâukh, vn, ‘condole, comfort, pay a visit of condolence’, a itr: 出吊於東郭氏 (Meng 2B2); b tr: 誅其 君而弔其民 (Meng 3B5).",吊/弔,diào,*tiâuk/tiâukh,vn,"‘condole, comfort, pay a visit of condolence’, a itr: 出吊於東郭氏 (Meng 2B2); b tr: 誅其 君而弔其民 (Meng 3B5).",#,#,,758554
"吞 tūn, *thən̂ , vn, ‘swallow’, only tr: 江 海之魚吞舟 (SY 12); 乃吞藥自殺 (SJ 88); fig. ‘conquer, annex’: 今秦王欲吞天下 (SJ 87).",吞,tūn,*thən̂,vn,"‘swallow’, only tr: 江 海之魚吞舟 (SY 12); 乃吞藥自殺(SJ 88); fig. ‘conquer, annex’: 今秦王欲吞天下 (SJ 87).",thon,thōn,to swallow,760895
"啗 dàn, *ləm̂ ʔ, vn, ‘feed, give to eat; tempt, lure’, a itr: 往說秦將，啗以利 (SJ 8); a tr: 主孟啗我 (GY 8.1); b tr with PrP: 嘗啗我以餘桃 (HFei 12); 淫之以色，啗 之以利 (LT 2). Syn. 食 [184.0].",啗,dàn,*ləm̂ ʔ,vn,"‘feed, give to eat; tempt, lure’, a itr: 往說秦將，啗以利(SJ 8); a tr: 主孟啗我 (GY 8.1); b tr with PrP: 嘗啗我以餘桃 (HFei 12); 淫之以色，啗 之以利 (LT 2). Syn. 食[184.0].",damX,dám,eat,764594
"牽 qiān,*khîn,vn,‘pull/leadbyarope’,atr: 有牽牛而過堂下者 (Meng 1A7); b itr: 故 從山上望牛者若羊，而求羊者不下牽 也 (Xun 21); 王乃牽而上殿 (Zhuang 30).",牽,qiān,*khîn,vn,"‘pull/leadbyarope’,atr: 有牽牛而過堂下者 (Meng 1A7); b itr: 故 從山上望牛者若羊，而求羊者不下牽 也 (Xun 21); 王乃牽而上殿 (Zhuang 30).",khen,khēn,"pull, lead, drag",772515
"跪 gùi, *gwaiʔ, vn, ‘kneel’, a itr: 登堂而 跪 (SY 3.6); b tr: 跪乘，執策分轡 (Li 1).",跪,gùi,*gwaiʔ,vn,"‘kneel’, a itr: 登堂而 跪 (SY 3.6); b tr: 跪乘，執策分轡(Li 1).",khjweX,khȷwé,,773154
"塵 chén, *drən, nc, ‘dust’: 嬰兒...以塵 為飯 (HFei 32).",塵,chén,*drən,nc,‘dust’: 嬰兒...以塵 為飯 (HFei 32).,drin,ḍı̄n,dust (n.),773438
"雲 yún, *wən, nc, ‘cloud’: 不義而富且 貴，於我如浮雲 (LY 7.16); 今天油然作 雲，沛然下雨 (SY 6).",雲,yún,*wən,nc,‘cloud’: 不義而富且 貴，於我如浮雲 (LY 7.16); 今天油然作 雲，沛然下雨 (SY 6).,hjun,hȷūn,cloud,775599
"怙 hù, *gâʔ, vn, ‘rely/presume on’, only tr: 無怙富 (Zuo 11.4). Syn. 恃 [61.6].",怙,hù,*gâʔ,vn,"‘rely/presume on’, only tr: 無怙富 (Zuo 11.4). Syn. 恃[61.6].",huX,hú,,783053
"婢 bèi/bì, *beʔ, nc, ‘female servant, maid’: 而母婢也(ZGC 20.13).",婢,bèi,*beʔ,nc,"‘female servant, maid’: 而母婢也 (ZGC 20.13).",bjieX,bȷı́e,,784698
"胾 zì, *tsrəh, nc, ‘minced meat’: 嬰 兒 . . . 以塵為飯，以塗為羹，以木為胾 (HFei 32).",胾,zì,*tsrəh,nc,‘minced meat’: 嬰 兒 . . . 以塵為飯，以塗為羹，以木為胾 (HFei 32).,tsriH,tṣı̀,,787121
"孩/咳 hái, *gə,̂ vi, ‘smile (like a toddler)’, a itr: 撫其首咳而名之 (Li 12); 孩 提之童 (Meng 7A15); b mod: 今王播棄 黎老，而孩童焉比謀 (GY 19.5).",孩/咳,hái,*gə,vi,"‘smile (like a toddler)’, a itr: 撫其首咳而名之 (Li 12); 孩提之童 (Meng 7A15); b mod: 今王播棄 黎老，而孩童焉比謀 (GY 19.5).",hoj,hōȷ,child,788024
"恤 xù, *swit, vn, ‘worry about; look after, take care of ’, a tr: 是宜為君，有恤 民之心 (Zuo 3.11); 賞死事，恤孤寡(Li 6); b itr: 愚者反此，不能法天而恤於人 (Zhuang 31).",恤,xù,*swit,vn,"‘worry about; look after, take care of ’, a tr: 是宜為君，有恤 民之心 (Zuo 3.11); 賞死事，恤孤寡 (Li 6); b itr: 愚者反此，不能法天而恤於人 (Zhuang 31).",swit,swıt,anxiety,791250
"忤/牾/寤 wǔ/wù, *ŋâh, vn, 1 ‘go/be against, oppose, resist’, a itr: 灌將軍得罪 丞相，與太后家忤 (SJ 107); b tr: 居下位 而上忤其君 (SY 17); 2 adv, ‘adversely’: 莊 公寤生，驚姜氏 (Zuo 1.1).",忤/牾/寤,wǔ,*ŋâh,vn,"1 ‘go/be against, oppose, resist’, a itr: 灌將軍得罪 丞相，與太后家忤 (SJ 107); b tr: 居下位 而上忤其君 (SY 17); 2 adv, ‘adversely’: 莊 公寤生，驚姜氏 (Zuo 1.1).",nguH,ngù,,796242
"灌 guàn,*kwâns,vn,‘pour;irrigate,water’, a tr: 秋水時至，百川灌河 (Zhuang 17); b itr: 既灌，然後迎牲 (Li 11).",灌,guàn,*kwâns,vn,"‘pour;irrigate,water’, a tr: 秋水時至，百川灌河 (Zhuang 17); b itr: 既灌，然後迎牲 (Li 11).",kwanH,kwàn,"pour, drip",802050
"旱 hàn, *gânʔ, nc, ‘aridity, drought’: 夫 水旱俱天下陰陽所為也 (SY 19). Ant. 水 [85.0].",旱,hàn,*gânʔ,nc,"‘aridity, drought’: 夫 水旱俱天下陰陽所為也 (SY 19). Ant. 水 [85.0].",hanX,hán,"dry, drought",802905
"率 shuài, *srut, vn, ‘go along, follow’, tr: 周仁之謂信，率義之謂勇 (Zuo 12.16); 率性而行謂之道 (HNan 11).",率,shuài,*srut,vn,"‘go along, follow’, tr: 周仁之謂信，率義之謂勇 (Zuo 12.16); 率性而行謂之道 (HNan 11).",srwijH,ṣwı̀ȷ,lead (v.); commander,804189
"率 shuài, *sruts, vn, 1 ‘lead (s.o. to do sth.)’, tr: 此率獸而食人也 (Meng 1A4); 越 王句踐率其眾以朝吳 (SJ 31); 里克率國 人以攻殺之 (Lü 23.6); 2 var. of 帥 [50.6].",率,shuài,*sruts,vn,"1 ‘lead (s.o. to do sth.)’, tr: 此率獸而食人也 (Meng 1A4); 越 王句踐率其眾以朝吳 (SJ 31); 里克率國 人以攻殺之 (Lü 23.6); 2 var. of 帥 [50.6].",srwijH,ṣwı̀ȷ,lead (v.); commander,804189
"幸 xìng, *grêŋʔ, vtr, ‘favour, grace’, a tr: 襄 公有賤妾，幸之 (SJ 37); 楚王召入幸 之，遂生子男(SJ78);bpass,‘befavoured; lucky, fortunate’: 丘也幸，茍有過人必知 之 (LY 7.31); 不幸而有疾，不能造朝 (Meng 2B2); c mod, ‘favoured, favourite’: 善人在上，則國無幸民(Zuo 7.16).",幸,xìng,*grêŋʔ,vtr,"‘favour, grace’, a tr: 襄 公有賤妾，幸之 (SJ 37); 楚王召入幸 之，遂生子男(SJ78);bpass,‘befavoured; lucky, fortunate’: 丘也幸，茍有過人必知 之 (LY 7.31); 不幸而有疾，不能造朝 (Meng 2B2); c mod, ‘favoured, favourite’: 善人在上，則國無幸民 (Zuo 7.16).",heangX,héang,fortunate,807320
"廋 sōu,*sru,vn,‘hide’,onlyitr:人焉廋哉 (LY 2.10); 日月廋而無溉於志 (HNan 14).",廋,sōu,*sru,vn,"‘hide’,onlyitr:人焉廋哉 (LY 2.10); 日月廋而無溉於志(HNan 14).",srjuw,ṣȷūw,,808388
"狹 xiá, *grêp, vst, ‘be narrow, confined’, a itr: 君子之路，行止之道固狹耳 (YTL 31); b caus: 若欲狹之，乃是離之，若欲 飾之，乃是賊之 (Wen 8); c comp: 使其妻 織組而幅狹於度 (HFei 34). Ant. 廣 [53.12].",狹,xiá,*grêp,vst,"‘be narrow, confined’, a itr: 君子之路，行止之道固狹耳(YTL 31); b caus: 若欲狹之，乃是離之，若欲 飾之，乃是賊之 (Wen 8); c comp: 使其妻 織組而幅狹於度 (HFei 34). Ant. 廣 [53.12].",heap,heap,narrow,808821
"弛 shǐ, *lhaiʔ, vtr, ‘loosen, slacken, release; ease, lessen’, a tr: 復二文之業，弛 周室之憂 (Zuo 10.32); 弛罪廢法，而伏 其辜 (HSWZ 2); b pass: 弓張而不弛 (Mo 7); 及彌子色衰愛弛 (HFei 12); c mod: 張 弓尚筋，弛弓尚角 (Li 1). Ant. 張 [57.8].",弛,shǐ,*lhaiʔ,vtr,"‘loosen, slacken, release; ease, lessen’, a tr: 復二文之業，弛 周室之憂 (Zuo 10.32); 弛罪廢法，而伏 其辜(HSWZ 2); b pass: 弓張而不弛 (Mo 7); 及彌子色衰愛弛(HFei 12); c mod: 張 弓尚筋，弛弓尚角 (Li 1). Ant. 張[57.8].",syeX,s̯é,,811094
"憎 zēng, *tsəŋ̂ , vtr, ‘hate, despise’, a tr: 子產憎其為人也(Zuo 10.19); 好憎人 者，亦為人所憎 (SY 16); b pass: 禦人以 口給，屢憎於人 (LY 5.5). Syn. 惡 [61.8]; ant. 愛 [61.9]; 欲 [76.7].",憎,zēng,*tsəŋ̂,vtr,"‘hate, despise’, a tr: 子產憎其為人也 (Zuo 10.19); 好憎人 者，亦為人所憎 (SY 16); b pass: 禦人以 口給，屢憎於人 (LY 5.5). Syn. 惡 [61.8]; ant. 愛 [61.9]; 欲 [76.7].",tsong,tsōng,hate,824462
